,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
974,5/23/2020,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"I scheduled a transfer on XX/XX/2020 of {$50.00}. The scheduled payment will not arrive until XX/XX/2020. However, this is against the bank 's policy. Transfers typically take 12 business days to transfer. However, it schedules to be deposited into an external bank account until 4 business days. Due to the pandemic, banks are required to handle transfers and banking fees as fairly as possible. I shouldn't be charged withdrawal fees due to this epidemic and should be receiving the funds ASAP. I need to pay bills and purchase necessities, especially since I am unable to work. 

I tried to speak with a specialist about this matter, but the specialist disconnected the call and failed to call me back.",None,JPMORGAN CHASE & CO.,TX,770XX,None,Consent provided,Web,5/23/2020,Closed with monetary relief,Yes,,3665824
975,3/20/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"I deposited my paycheck on XX/XX/XXXX, from the same employer that I have been depositing checks every week for over 6 months now. I live paycheck to paycheck and need money as soon as I get my check, I am a XXXX student, work a XXXX job in order to support myself. Bank of America decided to delay my paycheck that I deposited on XX/XX/XXXX till XX/XX/XXXX. When I called, they did not provide a sufficient reason about the check being held and refused to let me speak to the department that handles hold for checks, saying that I have to go through an intermediate manager in order to contact them and I can not speak to them myself. Bank of America has decided to hold my paycheck till next Saturday, when I asked to speak with a manager they recommended that I apply for a credit card or a loan since I do not have any money in my account to buy food, pay rent or get my medicine. They have decided to this in the middle of the covid-19 epidemic, I live in XXXX where almost all offices are closed and getting any necessities like food, medicine is extremely hard which makes matters worse.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,112XX,None,Consent provided,Web,3/20/2020,Closed with monetary relief,Yes,,3573979
976,2020-03-01 00:00:00,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,"I opened BBVA money market account on XX/XX/XXXX from BBVA website, the opening advertisement says : With an account balance of $ XXXX, earn 2.50 % APY plus {$100.00} bonus opportunity. The requirement is : to open by XX/XX/XXXX and maintain balance of $ XXXX between XX/XX/XXXX and XX/XX/XXXX. 

I have finished the requirement since XX/XX/XXXX. But I still haven't received the bonus yet. Try to contact BBVA several times, with no results. All the representatives tried to find excuses to postpone the bonus as promised. 

I attached offer terms of the {$100.00} bonus when I opened the account, as well as my account balance history showing I have met the requirement.",None,BBVA FINANCIAL CORPORATION,OK,740XX,None,Consent provided,Web,2020-03-01 00:00:00,Closed with explanation,Yes,,3484671
977,2020-03-03 00:00:00,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"On XX/XX/XXXX, I activated an offer for my Marcus Savings Account to receive a {$100.00} bonus after depositing {$10000.00}. I made the deposit and was cleared for the funds. A CD then matured a few days later and the funds were moved to into my savings account. I transferred some funds to an external account and took {$15.00} too much so I only had {$9900.00} left from my initial deposit. Realizing that the offer would be inactivated I called immediately on XXXX and they tried to put a stop to the transfer, but said it was too late even though it was mere minutes later. I then continued to transfer more money out of the account since I saw the offer was no longer active. 

After talking to customer service again I realized that the offer was running until XX/XX/XXXX so I could still qualify. I reactivated the offer on XX/XX/XXXX and attached is the email confirmation. I checked my account and it showed my offer was active so on XX/XX/XXXX I deposited the {$10000.00} to clear the threshold again. I checked my account on the XXXX and realized the offer was gone. I then called customer service and was assured that as long as I had the confirmation email I was fine and they saw the {$10000.00} threshold was met. They told me someone on the promotions team would reach out in 1-2 days.

I then did not hear back from anyone for the next 10 days and placed 7 calls to customer service on Friday XX/XX/XXXX. I finally got someone on the promotions to give me a call back, but it was an inopportune time and all I learned was that they voided my offer because of previous transfers. There is no mention of previous transfers in the conditions of the offer and I raised my balance by over {$10000.00} with new funds post activation. Since activating the offer I have not issued any withdrawals as well. Upon calling back customer service two more times I had a 35 minute conversation with a considerate associate named XXXX who told me that they are unlikely to honor the offer.",None,GOLDMAN SACHS BANK USA,NY,112XX,None,Consent provided,Web,2020-03-03 00:00:00,Closed with explanation,Yes,,3551834
978,2/18/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"XX/XX/XXXX I call Citi Bank to close the account. I was instructed that it would take many weeks for a check with my money to come so it might be best to externally transfer the money to another bank so it is quicker. I agree. XX/XX/XXXX I processed a XXXX dollar external transfer to my XXXX XXXX. The following business day I try to take the rest of my money from Citi bank which is just over 5000 dollars by process another external transfer. I recieve an error message that I have reached the daily limit. This should not be the case since it is a new business day. I try again on Tuesday XX/XX/XXXX after the XXXX XXXX and still recieve the same message. I call Citi Bank and per usual are unable to help me. Despite my first external transfer being labelled as in process, the representative on the phone states that it is not in fact in process but has not gone through on their end. That is an unacceptab le discrpency. I have had previous issues with Citi Bank and so I reached out to XXXX XXXX from the executive branch who was very helpful with my last concerns. I have called twice now, once on Friday XX/XX/XXXX and once again today XX/XX/XXXX. Both times she was unavailable and I left a message. A Citi inquiry was initiated on Friday XX/XX/XXXX but with a resolution by XX/XX/XXXX. This timeline is unaccetable to me because my money has been held in Citi Bank for too long and each time I attempt to do anything with Citi Bank there is a error message or mistake on their end. A simple external transfer they can not process correctly or even tell me that there is an issue on their end. I am filing this complaint because if my prior working with Citi they would have me transferred all over on the phone and never resolve my issue. I am not waiting weeks and month this time for me to realize something is wrong and to then reach out. Something is wrong now and I want a resolution right now. I want my money out of Citi Bank immediately and into my hand or bank account ASAP and then to close Citi Bank and never deal with this bank again.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CO,800XX,None,Consent provided,Web,2/18/2020,Closed with explanation,Yes,,3535195
979,2020-02-05 00:00:00,Checking or savings account,Savings account,Managing an account,Banking errors,"I have multiple accounts with Wells Fargo and I have discovered that they have been removing the interest from my account 's. They have been doing this for a few years but I never noticed because it was a very small amount ( 1 or 2 cents ) but now that I have more money with wells fargo these interest payments are upwards of XXXX dollars a month. I have tried contacting them several times and I get the round around. They tell me that the "" executive office '' has to resolve this and no one that I can get a hold of can help me. I did receive one call from the "" executive office '' and they told me that I signed a paper authorizing wells fargo to remove the interest from my account back in 2011. 
This does not make sense to me and I'm afraid this is an illegal activity and they are using a phony excuse that I singed some paper way back when. I have asked them to stop taking the interest out of my account but to no avail",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,WA,981XX,None,Consent provided,Web,2020-02-05 00:00:00,Closed with explanation,Yes,,3633800
980,5/14/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"I opened an online savings account with Marcus by Goldman Sachs XXXX and deposited $ XXXX. They dropped their XXXX and I attempted to move my money to my XXXX XXXX account. I was later notified by XXXX XXXX that the transfer was cancelled. When I sent to log onto my XXXX account, it said my account was locked and that I had to call XXXX to get it unlocked. I called the number the morning of XX/XX/20 and after waiting on hold for XXXX minutes, finally spoke to a person named XXXX. I asked that my account be unlocked and he said he would not. He said I needed to get on a conference call with one of their specialists and someone from XXXX XXXX. I told him to forget about the transfer and that I wanted immediate access to my money. XXXX refused. I asked for his last name and XXXX refused. XXXX would not unlock my account. I then asked to speak with XXXX 's supervisor. I was again placed on hold for more than 10 minutes. I eventually spoke with XXXX supervisor XXXX. I asked XXXX to unlock my account. He too refused. I asked for XXXX last name or his identification number and he also refused. I asked for his phone number and XXXX refused. I asked to speak to his supervisor. XXXX said his boss is a XXXX XXXX XXXX but that I would not be able to speak to him. Currently, my account is locked and I do not have access to my $ XXXX and I have no way of directly communicating with XXXX or XXXX or anyone else at XXXX XXXX.",None,GOLDMAN SACHS BANK USA,CA,928XX,None,Consent provided,Web,5/14/2020,Closed with explanation,Yes,,3652314
981,2020-09-04 00:00:00,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"This is for both my checking account and my savings account, but CFPB web site only allowed me to check one. 

On XX/XX/XXXX I asked through XXXX 's web site how to fill out a POD or TOD. No response. 

On XX/XX/XXXX I phoned XXXX and spoke with XXXX, who said it's XXXX 's policy that customers need to go to the bank in person. I can't do that because the governor has a stay-at-home order, and even if he didn't it's not safe to be that close to other people. XXXX the nearest Chase Bank is well over an hour away. XXXX connected me to a Chase Bank in the XXXX area ( the nearest one that's still open ) and I spoke with the manager XXXX, who confirmed the policy. He said the he'd escalate the issue. 

On XX/XX/XXXX I received a phone message from XXXX, I phoned her back and left a voicemail, but haven't received a call back. 

This is ridiculous. It is perfectly legal to do a POD / TOD through the web site - I have an Ally Bank account with a TOD/POD and was able to set it up online. 

Lots of people are dying now and undoubtedly there are many other customers who are concerned about filling out a POD/TOD.",None,JPMORGAN CHASE & CO.,PA,176XX,None,Consent provided,Web,2020-09-04 00:00:00,Closed with explanation,Yes,,3599218
982,2020-11-01 00:00:00,Checking or savings account,Savings account,Managing an account,Banking errors,"I opened a Platinum Checking and Money Market account with BMO Harris Bank ( Address : XXXX XXXX XXXX XXXX, XXXX, WI XXXX ) ( Phone : ( XXXX ) XXXX ) on XX/XX/2019. I completed the requirements of the ongoing promotion which said - 1. Get a {$400.00} bonus for completing the following activities with a new checking account in the first 120 days a. Have a total of at least {$6000.00} in qualifying direct deposits. 
b. Enroll in BMO Digital Banking and set up paperless statements.

c. Make at least 10 qualifying electronic transactions.

2. Get a {$200.00} bonus when you open a Platinum Money Market account, deposit at least {$10000.00} in new money and keep it for 90 days.

3. Get a {$100.00} bonus just for opening a checking account and a Platinum Money Market account While I got {$400.00} for the checking account but I did not get the promo money {$300.00} for point 2 ( Platinum Money market ) and point 3 above. When I enquired I got to know the banker applied promotion only for the Checking account and forgot to apply promotion for the Platinum Money Market account. Subsequently I had several communications ( telephonic and personal visit ) with the banker and the bran
ch manager at the branch. They agreed to their mistake and said besides me there were around 4 -5 more people affected.
They wrote to higher ups and are still awaiting an approval for manual payout since the promotion period had ended.

I also followed with online BMO customer care and they too accepted the mistake and regretted it. But told me that only the Branch where I opened the bank account can rectify the mistake and release the pending {$300.00} promotion amount.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,WI,None,None,Consent provided,Web,2020-11-01 00:00:00,Closed with monetary relief,Yes,,3492768
983,5/14/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"Chase Bank - Breach of contract We are including part of the evidence in this document as Chase bank continues to refer prior withdrawals to try and cover-up. 

On XX/XX/XXXX at the Chase branch on, XXXX XXXX XXXX XXXX XXXX XXXX   XXXX, GA XXXX At approximately XXXX XXXX  as the video will show, we walked in and requested a withdrawal - which was denied by the branch, and I was told by both the Teller and Head teller they were not able to provide me my money. This is most likely due to the complaints I have had with Chase bank and their practices. prior. This caused a tremendous pain and suffering as I was not able to withdraw much-needed cash. 
We have given Chase Bank ample time to atone for the breach of contract, even after admitting over the phone they continue to state a different date of withdrawal.",None,JPMORGAN CHASE & CO.,GA,30294,None,Consent provided,Web,5/19/2020,Closed with explanation,Yes,,3652348
984,2020-09-06 00:00:00,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,"On XXXX, I opened a "" High-Yield '' savings account with Citibank by clicking through an offer provided to me in the Citibank mobile application. As shown in the attached screenshot, the rate that was advertised to me was 1.6 %. I had to call Citibank Customer Service later that day on an unrelated issue and asked them to confirm the interest rate since the online banking portal showed a rate of 0 % on the new account. They told me that they thought the rate would be 1.55 %, but that they could not be sure because the account was so new ( a few hours old ) and asked me to call back the next day to confirm. Because of the apparent discrepancy, I went back to the mobile app and took a screenshot showing that 1.6 % was being advertised. When I checked back the next day, they confirmed that the rate was not what I had been shown. After a few days of getting nowhere with their customer support, they finally opened a "" request '' on my behalf on XX/XX/XXXX to investigate the issue. On XX/XX/XXXX, they responded with a letter saying "" We reviewed our record 's [ sic ], as per our research interest rate is 1.40 %. We have confirmed that this was calculated correctly and no adjustments are necessary. '' So they were now saying that the rate should only have been 1.4 %, not 1.6 % or even 1.55 %! After calling the bank again and once again getting no satisfaction, I decided to open a complaint here. While I understand that interest rates can change on an account after it is opened, the banks should be required to at least START at the rate advertised when someone signs up for an account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NH,030XX,None,Consent provided,Web,2020-09-06 00:00:00,Closed with explanation,Yes,,3690871
985,5/20/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"On XXXX XX/XX/2020 I opened a savings account with Capital One 360 Online Bank. At that time I requested that my savings account at my local brick and mortar bank  be linked to the Capital One 360 so that a transfer of {$50000.00} could be made from my local bank. The instructions for linking and verifying my local bank savings account stated that two small would deposits would be made in the next few days to my local bank savings account and that I should report the amounts online to Capital One 360 Online Bank to verify the transfer process. 

From XXXX XX/XX/2020 to XXXX XX/XX/2020 I spoke to many ( 6-7 ) individuals representing Capital One 360 Online Bank about their inability to send those two verifying deposits to my bank. The reply many times was they were being sent. Later, on XXXX XX/XX/2020, I found out from my local bank there were no records of verifying deposits attempted to be made until XXXX XX/XX/2020. With no other choice, on XXXX XX/XX/2020, I was able to initiate a transfer of {$50000.00} to Capital One 360 Bank via other means of transfer which were not available to me until XXXX XX/XX/2020. 

When I open the savings account at Capital One 360, I applied for a XXXX for depositing and maintaining a balance of {$50000.00} in my Capital One 360 Savings account. However, Capital One is denying me that bonus based on a funding requirement maximum of ten business days that was not met. The funding requirement was not met because Capital One did attempt to make verifying deposits until XXXX XX/XX/2020. Their attempt at marking verifying deposits of {$.00} and {$.00} were rejected by my local bank because of a transaction code error on Capital One 's part. 

I believe that the above interaction between myself and Capital One 360 Online Bank may be considered a 'bait and switch ' fraud. 

Please note : As of today, XXXX XX/XX/2020, I have not been able to access my {$50000.00} in the Capital One 360 Bank to return them to my custody.",None,CAPITAL ONE FINANCIAL CORPORATION,WI,53066,"Older American, Servicemember",Consent provided,Web,5/20/2020,Closed with explanation,Yes,,3660313
986,2020-06-05 00:00:00,Checking or savings account,Savings account,Opening an account,Confusing or missing disclosures,"Tried calling Capital One Bank to open a savings account. Was told that I had to have an account open before they would speak with me about the account. Went to their website. Filled out their forms. 

Called, confirmed with the Capital One Bank person that it was open but that I had missed their special coding. This was 5 minutes after I opened an account. Capital One representative said that I should call back on XX/XX/2020 to see if they would still honor the terms of the savings account. Capital One Bank rep could not guarantee that they would. 

Why would I open an account when the terms change within 5 minutes of opening the account? The CFPB needs to protect Americans from banks that are fraudulent and deceptive in their advertising. I am XXXX years old and find Capital One Bank endemic of the American condition. Lie Lie Lie. Then steal. 

When I called to confirm the terms ( 5 minutes after opening the account XXXX the terms had changed because I hadn't clicked on certain spots of the website. I'm XXXX. Capital One wouldn't help me with the process and quite frankly is happy that I missed their hidden tricks. 

Outraged but not surprised.",None,CAPITAL ONE FINANCIAL CORPORATION,NC,276XX,Servicemember,Consent provided,Web,2020-06-05 00:00:00,Closed with explanation,Yes,,3640144
987,4/25/2020,Checking or savings account,Savings account,Managing an account,Problem accessing account,"I have a savings account with Synchrony bank for the last 2.5 years. My account has been "" under review '' or "" restricted '' for more than 30 days. I have received no letter nor any kid of notification and only found this information out by reaching out the the bank myself. 
When I did reach out for the first time, XX/XX/2020, they had no information or details to give me. They kept telling me a "" third party '' handles this and couldn't tell me who or what exactly, but that I should receive a letter in the mail soon. I have been back and forth with them for the last month trying to figure out a solution to be able to access my hard earned money. I still have yet to receive a letter or any sort of explanation or reasoning as to why I can't access my account with my life savings. 

I explained to them my situation. Along with everything else going on in the world ( COVID-19, etc ) I work overseas on a XXXX XXXX where I risk my life every single day to make my hard earned money that I can not even touch if I wanted to. It could be an emergency and I'd be out of luck. The multiple bank reps and managers I have spoken with have zero empathy and have not been able to at least give me information to ease my mind. 

I have spoke to them several times ( XX/XX/2020, XX/XX/2020, XX/XX/2020, XX/XX/2020, XX/XX/2020, XX/XX/2020) and still get absolutely nowhere. The very last phone call they told me that my account will be closed and a check will be sent. I spoke to two different people who told me the check will be sent to two completely different addresses, which is not possible and someone is incorrect. Not only did they inform me they are closing my account ( on what grounds? I still am not certain ) but they could not give me a concrete date or time frame in which the account closure will take place, nor when the check would be mailed out. I again expressed to them that I am overseas and there nothing I can do with a check here, as there aren't any ATMs or banks in XXXX. They expressed to me that that is the only way and couldn't make any exceptions. I have no clue when to expect the check, no clue when the account will be closed and no clue what I will do with the check if it ever reaches to where I am. 

This is the most unprofessional, unethical financial institution I have ever had to deal with and i am disgusted and extremely unsatisfied with the way my account and I as a person are being handled. I wouldn't recommend this bank to my worst enemy. We, as in the world, are in crisis right now and if I need to help my family survive I couldn't do so. I am a veteran and i am disappointed at how my finances have been handled especially since I've been such a great customer. My life savings are being held hostage. I have repeatedly put my whole entire life on the line, while we are still very actively at war and this is the thanks i get? I can't even access the money I have been compensated for it?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,AE,9354,Servicemember,Consent provided,Web,4/25/2020,Closed with explanation,Yes,,3623227
988,2020-01-01 00:00:00,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"Capital One recently introduced a new Performance Savings account with a 1.7 % interest rate. However, existing customers with their current savings accounts were not notified that their rates were lowered and that they could open the Performance Savings account at the the higher rate. This is very deceptive as Capital One can create new accounts with higher rates while excluding existing customers with notifications that they can move it to a new account. Numerous customers have complained on their social media channels.",None,CAPITAL ONE FINANCIAL CORPORATION,NY,100XX,None,Consent provided,Web,2020-01-01 00:00:00,Closed with explanation,Yes,,3482778
989,5/19/2020,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,"In XX/XX/XXXX I Opened a DISCOVER Savings account using their website. On their website it claimed that they have a {$150.00} or {$200.00} bonus if you open the account and deposit the respective minimums within a certain time frame. 

I met all the requirements and waited for my bonus to show up on my account. After not showing up on my account for a few months I called their customer support team on XX/XX/XXXX and asked why I never received the bonus. 

I was told it was because I did not input the "" Promo Code '' for the offer which was pretty surprising to me because they advertised the bonus promotion on their OWN WEBSITE and on the same page that you click "" Open An Account ''. 

After taking a look at their website I noticed in very small print on the bottom of the page they explain you need to put in a promo code on the following page to receive the bonus. I explained to her that this was very deceptive and was clearly built to trick people into thinking they were going to get a bonus but never receive it on a technicality. Why should the customer have to enter anything extra when the promotion is advertised on the their own page that leads to the sign up page? This was all on discover.com and not a third party website. 

I was transferred to a supervisor by the name of XXXX and I explained to her the situation. She said that she could put in a claim with the "" Marketing Team '' and that since I met the requirements I should be able to get the bonus. She also agreed with me that it was very confusing the way it was setup and she could see how people would make that mistake. 

XXXX said in order to officially put in a claim I would need to provide her with the Promo Code and she would not be able to file a claim without a promo code. I laughed and explained to her that there is no way I would be able to retrieve a promo code that existed 3-4 months ago on their website. She kept saying that she could not file a claim without me providing her a promo code. 

After asking why multiple times- she said thats just the way it is on their system. This was very confusing and led me to believe this is also part of the deceptive behavior that Discover engages in. I told her I could look up a promo code online but it would not be the promo code that existed when I signed up since I obviously dont have access to that promo code anymore. 

She said it was fine and it should not impact the review process. I asked her multiple times to confirm that and she did. 

After receiving the mailed response weeks later it basically said they would not be able to honor the claim because the promo code I gave them did not match the dates. So I was rejected for the same reason XXXX said I would not be rejected for. Even though I met and surpassed the minimum requirements within the timeframe- they rejected it on another technicality that had nothing to do with the original bonus and offer. 

I put this on the back burner for a long time since I was busy with work. 

I called again the week of XX/XX/XXXX and was told the department I needed to reach was closed and they would get back to me. They left me a voicemail a couple days later and I called them back on XX/XX/XXXX. 

I spoke to another supervisor by the name of XXXX. I explained to him the situation and he gave me multiple reasons why they would not honor. When I explained the logic behind the reasoning was flawed, he had another angle to offer up. Which was also flawed. This went on for awhile until he finally said there was nothing he could do and it was all in the "" Marketing Departments '' hands. 

I asked to speak to the marketing department and he put me on hold. After several minutes he returned and told me there was no way for me to contact the marketing department over the phone or email and he could provide me with a mailing address to send a mailed letter to. I told him in XXXX its ridiculous that I cant talk to someone on the phone or email them and I felt like I was getting the run around. 

As of XX/XX/XXXX, XXXX they still have the promotion on their website and it is still set up in this manner. 

To Summarize : - Discover Bank has set up a deceptive Bonus Offer on their own webpage that leads customers to believe they will receive a Bonus if they meet two guidelines which are to deposit a minimum amount of money within a certain timeframe of opening up the account.

- Customers later find out they did not receive the bonus due to not entering a code they were suppose to enter which is not very clear on their website and is designed on purpose to mislead. 
- Their customer support team is trained to give you multiple reasons why they cant honor it and set you up in a matter as to reject your claim via mail and hope you give up. 
- Discover Bank uses a deceptive bonus offer and manipulative customer support to trick people into signing up for Savings Accounts and never deliver on their Bonus Reward.",None,DISCOVER BANK,IL,None,None,Consent provided,Web,5/19/2020,Closed with explanation,Yes,,3659767
990,6/16/2020,Checking or savings account,Savings account,Closing an account,Can't close your account,Dear Wells Fargo Bank you are officially informed that your fraud estate embezzlement case currently being investigated by XXXX  XXXX I sent with all supporting documents to sitting Senator XXXX XXXX United States Senate so she can view first hand that her brainchild agency the CFPB is being lied to in official bank documents despite presenting overwhelming evidence of your illegal behavior towards my case and the bank was not held accountable for its actions nor an official investigation was started by the US Government Bureau despite numerous complaints. If the bank is under the impression or was promised that you will get soft handled concerning this case I regret to inform you that is just not going to happen. And this case was also sent to the FBI and the US Justice Department and the Federal Trade Commission. I am coming after this bank with will full Legal force because it's my legal court ordered right XXXX XXXX XXXX,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,None,None,None,Consent provided,Web,6/16/2020,Closed with explanation,Yes,,3700871
991,4/16/2020,Checking or savings account,Savings account,Managing an account,Banking errors,42 usc color of law capital one bank is refusing to research issue where systems were experiencing technical issues. Upon enter my account XXXX and off cents was errors to bank technical issues. Spoke with fraud department and refused to open claim.I am clueless even to being able to unlock and lock card. That is when issue occurred,None,CAPITAL ONE FINANCIAL CORPORATION,MO,630XX,None,Consent provided,Web,4/16/2020,Closed with explanation,Yes,,3608429
992,2020-02-04 00:00:00,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"Despite numerous attempts to comply with Bank of America and not have our tenant 's security deposit escheated to the State of NJ, the account was escheated to the State of NJ and now we can't find it anywhere.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,8691,None,Consent provided,Web,2020-02-04 00:00:00,Closed with explanation,Yes,,3590341
993,1/28/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,"I transferred money from a money market and two savings accounts located at Synchrony Bank on XXXX XXXX to an external account. I spoke with a rep on XXXX XXXX to verify I made the transfer request. My money left Synchrony on XXXX XXXX possibly the XXXX but was not in my external account. I spoke with a rep on XXXX XXXX inquiring about the transfers and where was my money. XXXX ( rep ) assured me my money would be in external account on Friday. On Friday my money was back at Synchrony so I called and spoke with XXXX again. XXXX needed to speak with a supervisor so I asked to speak with supervisor instead. I spoke with XXXX ( female ) who explained the bank made an error and offered me a free wire transfer, she assured me my money would be in the external account on Friday. XXXX informed a wire transfer would be much faster and safer than an account to account transfer. As of today, Monday XX/XX/XXXX I still do not have my money. I spoke with XXXX and XXXX and neither could give me a reasonable explanation other than it needed to be verified. XXXX informed he did not know when my money would come. The external account is an account Synchrony receives money from every two weeks. I transferred money from the external account into my Synchrony account Saturday and I have a record it left the external account today. There is no reasonable explanation of me not having my money.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,TX,None,None,Consent provided,Web,1/28/2020,Closed with explanation,Yes,,3511246
994,2/22/2020,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,"On XX/XX/XXXX, I saw an offer online that said the following : "" Open a new eligible checking and savings account in the Citi Priority Account Package during the offer period XX/XX/XXXX to XX/XX/XXXX. 

Maintain a minimum balance of {$50000.00} between the checking and savings accounts for 60 consecutive calendar days. 

After all required activities are met, the {$600.00} bonus will be deposited to your account within 90 calendar days! '' The www.citi.com/rates page also showed that their savings account would earn a 2.36 % interest rate as well. The only other stipulation shown was that the {$50000.00} minimum balance needed to come from "" New-to-Citibank '' funds. So I opened a new Interest Checking account # XXXX as well as a new Citi Savings account # XXXX on XX/XX/XXXX and transferred {$50000.00} from my XXXX XXXX XXXX account to provide the new-to-Citibank funds. 

I never received any ATM debit or credit cards nor any way to access my account online. Anytime I would call Citibank, I was given multiple reasons as to why I could not access my account online such as there was a "" block on my account '' for no known reason as stated in a call I made on XX/XX/XXXX. I was told the reason the {$600.00} bonus was never deposited into my account was due to this "" block. '' Another call on XX/XX/XXXX was when I learned that on XX/XX/XXXX they had removed the block on my account, but still the {$600.00} bonus was never deposited. 

I then received a letter dated XX/XX/XXXX stating that the reason I would NOT be receiving the {$600.00} bonus was because I was a previous Citibank customer, and the offer is only for "" new-to-Citibank customers. '' This was not what the offer I saw online and applied to stated. Also, during calls with Citibank I was informed that the 2.36 % interest rate is only good for certain customers in locations without any local branches, while another time I was told an entirely different story that the 2.36 % interest rate is a separate offer than the {$600.00} account open bonus and you can not receive both. 

So when I told Citibank I wanted to have my money transferred back OUT of their accounts and have the accounts closed, I was told that I had to do that online - that they could not do it over the phone. And yet they also said I could not access my accounts online since they had made the error of never sending me any debit or credit card in the first place. I was able tonight to log-into my XXXX XXXX XXXX   account, connect it to my Citi savings account, and initiate a funds transfer OUT of Citi and back into my XXXX XXXX  account instead. However, my {$50000.00} has been sitting at Citibank for nearly 7 months earning practically nothing at 0.01 % "" interest, '' and I also do not have the {$600.00} new account opening bonus to show for it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,913XX,None,Consent provided,Web,2/22/2020,Closed with explanation,Yes,,3540391
995,1/14/2020,Checking or savings account,Savings account,Closing an account,Company closed your account,"I opened a high yield savings account on XXXX with citibank and they debited my account for $ XXXX. I called on XX/XX/2020 to activate my debit card and was told that my account was being closed due to fraud and to call XXXX ( XXXX XXXX ) to obtain details for negative activity. I called the number 3 times over the course of an hour and NO ONE answered. i called citibank and told them I wasn't getting a response and they said there was nothing they could do. I asked when I would get my $ XXXX back and they told me between 30-60 days, and that is unacceptable especially when you took the money a couple of days after opening the account and I expect the same expediency in returning my money. They told me the decision to close my account was final and would not be reversed even though I haven't done anything wrong. So I'm writing this complaint to get my money back and dispute their closure of my account. They're basically stealing/withholding my money for 2 months putting me in financial hardship.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MI,481XX,None,Consent provided,Web,1/14/2020,Closed with explanation,Yes,,3496060
996,5/24/2020,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,Cash app froze my account for getting direct deposit sent to my account when my cash app is verified froze my account with {$500.00} on it wont let me send it withdraw it or spend it and have not reached back to me at sll,None,Square Inc.,MI,487XX,None,Consent provided,Web,5/24/2020,Closed with explanation,Yes,,3666486
997,5/26/2020,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,"I opened an account on XX/XX/XXXX with Citibank for a {$400.00} promotion with a {$15000.00} minimum balance requirement. I have well over {$15000.00} in my account. The banker I opened my account with XXXX XXXX confirmed my eligibility for the promotion at account opening. The money was supposed to stay the for 60 days and the bonus promotion to be credited to account within 90 days after the 60 days. It has been more than 6.5 months and Citibank still hasnt honored the {$400.00} promotion. They are scamming us. I have filed multiple complaints via the banker XXXX XXXX and Customer Service on XX/XX/XXXX with XXXX XXXX, XX/XX/XXXX with XXXX, a supervisor and XX/XX/XXXX and XX/XX/XXXX with XXXX a supervisor with Citibank and to no avail or response from them.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",IL,606XX,None,Consent provided,Web,5/26/2020,Closed with monetary relief,Yes,,3668820
